1H16_A/PFL1,1R9E_A/PFL2_DhaB_BssA,1HK8_A/RNR_III,1L1L_A/RNR_II_MONOMER,4R1R_A/RNR_1,1XJE_A/RNR_II_Dimer,2HA9_A/RNR_PFL_like_DUF711,20808264/RNR_III,38199336/RNR_III,29897259/RNR_III,46578715/RNR_III,34395948/RNR_III,16799382/RNR_III,17549184/RNR_III,50843575/RNR_III,15597116/RNR_III,42526839/RNR_III,34103723/RNR_III,45047350/RNR_III,31745026/RNR_III,18309899/RNR_III,23466296/RNR_III,19703656/RNR_III,18311489/RNR_III,15679535/RNR_III,25028919/RNR_III,19913820/RNR_III,19887396/RNR_III,14589982/RNR_III,41615134/RNR_III,26553948/RNR_III,32034522/RNR_III,56459299/RNR_III,15643151/RNR_III,122202257/RNR_II_MONOMER,46445745/RNR_II_MONOMER,182676582/RNR_II_MONOMER,66801255/RNR_II_MONOMER,22298870/RNR_II_MONOMER,2F3O_A/PFL2_DhaB_BssA,28379125/PFL2_DhaB_BssA,418519/PFL2_DhaB_BssA,3024375/PFL2_DhaB_BssA,22536514/PFL2_DhaB_BssA,28203085/PFL2_DhaB_BssA,23954275/PFL2_DhaB_BssA,28211126/PFL2_DhaB_BssA,26250357/PFL2_DhaB_BssA,57158548/PFL2_DhaB_BssA,51244468/PFL2_DhaB_BssA,39984089/PFL2_DhaB_BssA,46580677/PFL2_DhaB_BssA,28300939/PFL2_DhaB_BssA,50877916/PFL2_DhaB_BssA,56476471/PFL2_DhaB_BssA,51850061/PFL2_DhaB_BssA,2500058/PFL1,3122593/PFL1,4218500/PFL1,6580769/PFL1,22298533/PFL1,28379671/PFL1,29350146/PFL1,29376172/PFL1,23465524/PFL1,16801097/PFL1,47525779/PFL1,19713713/PFL1,1PEQ_A/RNR_1,4R1R_C/RNR_1,2WGH_A/RNR_1,1ZYZ_A/RNR_1,417657/RNR_1,1350599/RNR_1,1350600/RNR_1,1710384/RNR_1,1710391/RNR_1,3914639/RNR_1,3914655/RNR_1,3914656/RNR_1,6093975/RNR_1,6225952/RNR_1,7388069/RNR_1,10957414/RNR_1,12644286/RNR_1,13882932/RNR_1,15290502/RNR_1,15604373/RNR_1,15674554/RNR_1,15677158/RNR_1,15791174/RNR_1,18266787/RNR_1,18311343/RNR_1,19074701/RNR_1,19703450/RNR_1,21223594/RNR_1,21910585/RNR_1,23100544/RNR_1,28198392/RNR_1,28493650/RNR_1,29654844/RNR_1,30019504/RNR_1,30316299/RNR_1,30793895/RNR_1,33236863/RNR_1,33598410/RNR_1,39938540/RNR_1,46100377/RNR_1,46255233/RNR_1,46446982/RNR_1,49256098/RNR_1,51891460/RNR_1,52000447/RNR_1,53728875/RNR_1,56707667/RNR_1,57014144/RNR_1,66810005/RNR_1,71895081/RNR_1,72163400/RNR_1,2648891/RNR_II_Dimer,57234895/RNR_II_Dimer,16082440/RNR_II_Dimer,51893898/RNR_II_Dimer,2621734/RNR_II_Dimer,15897814/RNR_II_Dimer,20090518/RNR_II_Dimer,42557734/RNR_II_Dimer,51246679/RNR_II_Dimer,15839968/RNR_II_Dimer,34102757/RNR_II_Dimer,20808702/RNR_II_Dimer,14590272/RNR_II_Dimer,42522732/RNR_II_Dimer,74055571/RNR_II_Dimer,81568276/RNR_II_Dimer,53803344/RNR_II_Dimer,15790595/RNR_II_Dimer,18313863/RNR_II_Dimer,21673413/RNR_II_Dimer,81737311/RNR_II_Dimer,21224150/RNR_II_Dimer,10175431/RNR_II_Dimer,32477697/RNR_II_Dimer,73748165/RNR_II_Dimer,47458851/RNR_II_Dimer,28210310/RNR_II_Dimer,17544914/RNR_II_Dimer,34397173/RNR_II_Dimer,53723300/RNR_II_Dimer,157165627/RNR_PFL_like_DUF712,18310479/RNR_PFL_like_DUF713,253581564/RNR_PFL_like_DUF714,150385022/RNR_PFL_like_DUF715,53728820/RNR_PFL_like_DUF716,254669585/RNR_PFL_like_DUF717,20090543/RNR_PFL_like_DUF718,23396954/RNR_PFL_like_DUF719,20094650/RNR_PFL_like_DUF720,154501151/RNR_PFL_like_DUF721,237732939/RNR_PFL_like_DUF722,15669861/RNR_PFL_like_DUF723,170290665/RNR_PFL_like_DUF724,18314171/RNR_PFL_like_DUF725,146303128/RNR_PFL_like_DUF726,15920428/RNR_PFL_like_DUF727,229536413/RNR_PFL_like_DUF728
1160,1220,1140,1080,856,876,1180,1130,1130,1180,1130,1100,1170,1120,1180,1140,1140,1110,1120,1180,1150,1160,1130,1170,1110,1090,1130,1160,1170,1190,1190,1180,1180,1170,1140,1140,1120,1150,1150,1170,1230,1210,1240,1210,1220,1180,1220,1240,1200,1200,1170,1220,1210,1220,1260,1250,1150,1180,1160,1150,1160,1150,1180,1160,1200,1190,1170,1160,808,856,687,724,697,810,731,811,718,696,657,695,482,577,611,767,713,812,496,760,781,841,664,720,487,743,618,730,839,0,159,725,655,825,715,710,646,681,859,739,807,711,694,423,689,826,750,790,732,694,650,853,883,932,859,836,881,856,887,925,854,852,849,942,892,905,925,884,904,916,918,923,903,885,955,926,890,940,922,849,963,1170,1170,1160,1150,1180,1180,1160,1180,1190,1150,1170,1180,1200,1230,1200,1200,1230
1150,1200,1130,1070,863,857,1190,1110,1100,1160,1110,1100,1160,1100,1170,1100,1120,1110,1140,1190,1140,1130,1140,1150,1090,1090,1120,1130,1150,1180,1170,1160,1170,1170,1140,1130,1120,1160,1140,1140,1210,1200,1210,1200,1190,1150,1200,1230,1180,1180,1160,1180,1190,1200,1240,1230,1140,1160,1160,1140,1150,1150,1170,1150,1190,1170,1160,1150,825,863,709,746,716,828,729,815,735,715,683,726,506,605,619,786,721,816,509,761,802,864,655,734,515,746,633,722,848,159,0,721,676,816,718,728,655,690,849,743,818,699,721,443,716,803,753,824,755,714,662,857,883,921,881,847,868,858,888,902,853,845,853,934,891,885,912,878,901,917,903,904,895,880,952,920,898,941,927,859,955,1180,1180,1160,1170,1190,1180,1180,1190,1200,1150,1180,1200,1220,1240,1210,1200,1240
1120,1210,1100,1020,849,765,1190,1170,1110,1160,1140,1090,1140,1140,1150,1130,1160,1080,1150,1160,1130,1130,1120,1130,1130,1080,1130,1140,1180,1190,1170,1180,1160,1170,1040,1070,997,1040,1130,1120,1150,1170,1150,1170,1190,1170,1180,1220,1140,1140,1100,1180,1170,1170,1180,1180,1100,1080,1140,1080,1110,1110,1130,1120,1130,1100,1110,1120,824,849,750,776,727,812,778,823,740,785,791,762,733,750,654,824,753,832,731,817,817,851,599,756,789,800,756,685,890,725,721,0,596,841,748,772,590,625,837,760,822,737,760,720,743,864,772,840,747,750,596,785,781,800,769,742,797,755,744,837,745,792,767,801,842,775,914,837,822,776,892,909,863,796,905,843,807,896,887,815,918,1190,1180,1170,1170,1180,1180,1180,1190,1190,1180,1170,1190,1210,1190,1170,1150,1170
1200,1230,1170,1030,936,780,1240,1160,1160,1190,1160,1170,1170,1160,1200,1150,1170,1150,1150,1210,1160,1180,1170,1180,1150,1140,1130,1130,1190,1200,1190,1190,1190,1190,1070,1110,1080,1070,1130,1140,1190,1180,1180,1180,1230,1160,1180,1230,1180,1190,1140,1200,1220,1170,1230,1220,1200,1160,1220,1180,1190,1190,1210,1230,1210,1180,1200,1210,778,936,601,655,601,789,633,803,640,668,728,614,639,632,533,803,628,785,630,710,772,940,379,645,695,689,747,566,812,655,676,596,0,819,632,620,275,210,879,646,784,636,612,650,640,816,690,806,679,602,154,762,736,764,744,752,772,789,806,825,802,789,751,825,846,719,920,843,840,816,905,935,903,863,929,853,886,942,869,852,912,1230,1240,1210,1220,1230,1240,1200,1230,1240,1210,1200,1240,1220,1230,1210,1210,1220
1180,1190,1090,1080,891,880,1230,1090,1090,1150,1100,1080,1090,1110,1160,1100,1130,1060,1110,1150,1110,1100,1120,1120,1130,1060,1120,1100,1150,1160,1170,1180,1150,1160,1110,1120,1060,1080,1110,1140,1230,1160,1180,1210,1160,1160,1170,1180,1160,1140,1110,1200,1160,1170,1200,1180,1190,1160,1140,1160,1200,1170,1150,1180,1190,1190,1170,1190,502,891,820,852,819,520,839,379,799,829,744,841,783,733,811,634,830,520,806,816,550,888,835,821,783,836,765,808,514,825,816,841,819,0,836,838,785,835,505,824,849,821,835,782,830,871,862,325,853,826,785,894,886,861,908,850,901,852,863,901,890,908,913,913,924,925,996,929,933,900,959,997,935,934,958,912,931,959,979,959,1020,1220,1220,1200,1200,1220,1210,1210,1210,1200,1190,1200,1200,1200,1220,1210,1220,1230
1170,1200,1150,1030,897,869,1240,1160,1160,1130,1170,1110,1130,1200,1170,1170,1170,1130,1170,1190,1160,1160,1140,1150,1150,1090,1130,1120,1180,1190,1180,1180,1150,1190,1130,1130,1080,1140,1160,1100,1180,1160,1200,1190,1190,1170,1210,1210,1170,1140,1120,1200,1160,1190,1210,1220,1170,1170,1190,1140,1160,1140,1150,1180,1180,1180,1170,1170,849,897,175,179,228,827,143,862,244,262,768,195,713,718,670,829,228,820,698,793,834,903,671,269,761,386,784,604,877,715,718,748,632,836,0,225,653,647,883,151,810,252,192,690,213,842,792,862,232,171,652,865,862,847,839,834,836,809,889,886,836,844,819,899,915,848,943,862,896,881,940,976,910,888,936,923,913,975,895,910,939,1240,1230,1200,1210,1210,1210,1210,1210,1200,1220,1210,1210,1220,1230,1180,1210,1200
1180,1210,1130,1050,908,880,1240,1170,1170,1130,1180,1140,1130,1190,1150,1180,1160,1140,1170,1170,1140,1170,1130,1150,1160,1110,1140,1150,1150,1160,1200,1190,1160,1200,1110,1160,1100,1110,1150,1130,1180,1190,1220,1190,1210,1170,1200,1210,1170,1180,1150,1250,1170,1200,1250,1250,1200,1180,1220,1180,1200,1160,1170,1210,1180,1180,1200,1180,827,908,215,265,248,821,219,870,215,231,773,229,728,694,682,786,252,816,703,755,841,921,674,252,762,362,780,622,862,710,728,772,620,838,225,0,649,646,885,231,806,217,215,698,169,820,781,861,226,209,643,878,881,858,831,870,829,832,884,889,879,878,850,880,933,851,950,869,908,878,926,982,947,914,934,910,933,959,926,932,963,1230,1230,1190,1220,1220,1220,1210,1210,1210,1210,1190,1210,1220,1220,1160,1190,1200
1200,1210,1160,1010,893,753,1210,1150,1140,1160,1140,1160,1180,1140,1210,1120,1140,1150,1150,1210,1090,1170,1170,1160,1140,1120,1130,1140,1200,1200,1200,1200,1210,1170,1090,1070,1080,1090,1140,1130,1170,1180,1190,1160,1200,1170,1200,1210,1130,1170,1130,1210,1190,1160,1210,1200,1190,1160,1200,1170,1190,1190,1200,1200,1220,1180,1190,1200,771,893,643,659,636,751,638,785,643,691,734,648,642,605,552,763,652,753,632,710,734,902,412,653,671,683,700,579,815,646,655,590,275,785,653,649,0,292,824,682,801,650,649,609,659,826,733,760,682,644,279,773,775,776,767,776,756,778,807,841,785,801,749,854,865,787,876,842,876,822,869,919,903,864,926,850,870,896,888,830,912,1190,1210,1190,1200,1220,1210,1200,1220,1220,1180,1210,1220,1230,1250,1210,1220,1230
1230,1230,1170,1040,927,771,1250,1180,1170,1170,1180,1160,1190,1160,1200,1160,1160,1140,1160,1200,1140,1180,1170,1190,1170,1160,1120,1150,1190,1210,1190,1200,1210,1180,1080,1080,1080,1100,1110,1140,1210,1180,1220,1210,1230,1180,1210,1240,1160,1180,1130,1210,1210,1170,1230,1230,1210,1170,1240,1200,1220,1210,1230,1230,1230,1190,1210,1230,809,927,648,663,613,791,638,843,657,692,738,660,675,618,537,814,657,795,650,697,775,937,361,635,737,687,737,563,855,681,690,625,210,835,647,646,292,0,882,664,821,640,664,664,661,869,734,826,690,653,213,780,745,773,761,770,775,780,837,873,809,802,757,868,871,762,929,857,856,837,889,933,914,860,941,850,904,924,870,840,918,1240,1220,1210,1210,1220,1220,1190,1220,1210,1190,1200,1230,1220,1210,1210,1190,1200
1160,1200,1090,1050,885,918,1180,1140,1140,1160,1120,1080,1110,1150,1200,1140,1150,1090,1150,1170,1120,1110,1130,1130,1120,1110,1150,1140,1170,1160,1180,1180,1190,1200,1070,1170,1020,1070,1110,1150,1210,1190,1220,1210,1190,1200,1200,1200,1180,1170,1160,1210,1190,1210,1220,1220,1130,1130,1140,1160,1180,1160,1160,1160,1180,1170,1130,1170,651,885,870,890,852,604,865,486,860,842,838,872,831,798,871,587,851,638,844,865,602,906,856,868,810,871,840,864,620,859,849,837,879,505,883,885,824,882,0,879,902,869,865,808,862,905,879,535,879,874,842,908,914,891,932,910,947,900,883,924,913,916,958,952,974,949,993,900,951,932,990,995,965,908,1020,939,902,973,972,969,1020,1170,1170,1160,1130,1170,1170,1140,1170,1170,1150,1150,1170,1170,1180,1170,1170,1220
1160,1200,1120,1050,907,910,1240,1150,1170,1150,1170,1100,1110,1190,1160,1170,1160,1110,1170,1180,1140,1140,1110,1130,1160,1110,1120,1120,1160,1180,1180,1170,1150,1170,1110,1140,1090,1100,1140,1100,1200,1180,1200,1200,1200,1170,1200,1210,1170,1170,1130,1210,1160,1190,1220,1220,1160,1180,1180,1150,1160,1140,1150,1190,1190,1180,1160,1150,846,907,198,164,235,846,118,842,233,246,807,188,728,731,691,826,232,849,713,794,849,911,709,278,778,369,823,622,874,739,743,760,646,824,151,231,682,664,879,0,823,270,196,709,210,840,769,870,246,184,664,906,882,893,831,872,867,814,897,874,864,859,843,923,904,841,950,873,903,884,949,973,916,904,919,938,936,969,908,917,963,1220,1230,1190,1200,1220,1210,1200,1200,1210,1220,1190,1210,1210,1230,1190,1210,1190
1200,1200,1160,1100,907,908,1190,1120,1100,1150,1110,1150,1170,1130,1150,1110,1130,1170,1140,1160,1130,1190,1150,1170,1130,1120,1070,1140,1170,1170,1220,1210,1190,1200,1110,1150,1100,1110,1170,1140,1210,1180,1230,1200,1200,1190,1190,1190,1180,1200,1160,1260,1190,1220,1300,1290,1200,1180,1200,1180,1210,1210,1190,1210,1220,1180,1200,1180,829,907,801,819,808,827,806,837,805,807,820,810,755,755,793,858,812,830,741,657,855,896,794,831,774,845,818,797,875,807,818,822,784,849,810,806,801,821,902,823,0,815,801,726,836,383,661,869,826,793,768,838,880,869,858,879,872,859,948,847,853,856,867,918,964,884,995,876,949,895,974,995,938,960,963,938,965,977,920,935,963,1180,1190,1170,1170,1170,1180,1170,1170,1200,1160,1190,1190,1200,1200,1190,1170,1200
1200,1220,1130,1060,920,898,1230,1150,1160,1160,1180,1120,1140,1180,1170,1160,1160,1120,1170,1190,1150,1160,1140,1130,1160,1090,1150,1130,1160,1170,1200,1190,1170,1200,1130,1150,1110,1120,1150,1120,1220,1200,1230,1210,1210,1190,1220,1220,1150,1150,1130,1210,1160,1220,1240,1240,1200,1190,1200,1180,1190,1160,1170,1200,1210,1210,1200,1190,809,920,260,270,286,791,257,845,218,252,773,291,730,684,659,776,278,776,728,737,810,921,638,256,765,372,790,600,833,711,699,737,636,821,252,217,650,640,869,270,815,0,281,706,218,825,760,834,247,254,647,885,896,879,835,872,849,844,915,895,864,858,855,921,906,836,937,875,912,875,926,971,929,911,950,937,942,960,907,926,930,1220,1210,1190,1200,1210,1210,1190,1180,1200,1190,1190,1200,1200,1230,1170,1200,1200
1170,1220,1140,1040,915,899,1230,1160,1160,1160,1170,1140,1150,1190,1170,1170,1160,1130,1180,1210,1170,1180,1150,1160,1160,1120,1120,1120,1170,1170,1210,1190,1160,1180,1110,1140,1110,1110,1150,1120,1220,1180,1210,1190,1200,1170,1210,1200,1180,1170,1130,1220,1170,1190,1230,1230,1180,1180,1180,1160,1170,1140,1170,1190,1180,1190,1180,1190,827,915,36.5,232,174,815,204,843,188,248,762,43.5,724,688,673,788,179,807,704,774,834,921,674,247,763,367,805,625,871,694,721,760,612,835,192,215,649,664,865,196,801,281,0,688,218,822,742,850,246,34.5,650,880,874,864,812,857,839,826,896,875,848,845,836,918,930,827,943,868,900,869,960,983,923,898,936,917,931,966,908,906,946,1230,1230,1190,1210,1220,1210,1190,1200,1200,1220,1200,1200,1230,1240,1200,1210,1200
1150,1210,1110,1060,816,830,1210,1110,1100,1140,1090,1120,1180,1120,1190,1110,1110,1130,1170,1160,1110,1160,1150,1180,1100,1080,1100,1140,1170,1160,1220,1190,1180,1140,1130,1140,1090,1140,1150,1150,1220,1200,1220,1200,1210,1190,1230,1200,1170,1150,1140,1220,1190,1190,1270,1260,1140,1140,1130,1140,1130,1170,1140,1160,1160,1170,1150,1140,794,816,678,716,680,810,705,797,694,682,629,696,385,442,553,796,701,789,397,755,797,821,653,688,398,750,626,747,817,423,443,720,650,782,690,698,609,664,808,709,726,706,688,0,682,779,720,804,715,674,615,819,779,802,787,783,798,801,861,876,769,838,811,886,883,850,928,830,866,842,909,954,890,856,929,855,864,918,900,855,958,1200,1180,1180,1190,1180,1170,1190,1200,1190,1170,1190,1200,1210,1210,1200,1200,1200
1180,1200,1110,1050,912,894,1220,1140,1160,1160,1160,1110,1130,1180,1160,1160,1140,1110,1160,1180,1140,1140,1140,1130,1140,1080,1150,1120,1140,1140,1170,1200,1170,1180,1120,1140,1100,1130,1150,1130,1210,1190,1240,1200,1200,1180,1220,1200,1170,1170,1140,1230,1170,1230,1260,1250,1190,1170,1190,1180,1190,1160,1190,1210,1200,1180,1200,1170,806,912,222,231,264,802,216,835,211,214,791,226,739,713,678,795,229,804,740,773,826,916,663,262,779,379,811,631,848,689,716,743,640,830,213,169,659,661,862,210,836,218,218,682,0,838,749,832,197,218,668,880,881,866,829,843,845,833,901,899,853,862,850,925,914,860,937,862,882,855,945,976,916,912,946,917,926,954,918,937,950,1210,1210,1170,1200,1200,1200,1180,1190,1180,1190,1180,1180,1210,1220,1160,1200,1180
1210,1200,1180,1110,883,897,1220,1180,1170,1160,1130,1180,1210,1150,1190,1140,1150,1180,1170,1190,1150,1180,1170,1190,1150,1130,1120,1160,1190,1210,1220,1210,1190,1210,1100,1190,1110,1110,1180,1130,1220,1170,1230,1210,1200,1180,1200,1220,1180,1190,1160,1240,1210,1230,1280,1270,1200,1140,1200,1190,1190,1210,1190,1200,1210,1170,1180,1190,892,883,827,842,839,873,827,859,787,845,882,841,811,777,802,887,831,885,805,706,906,900,829,847,810,887,851,890,900,826,803,864,816,871,842,820,826,869,905,840,383,825,822,779,838,0,704,877,861,823,819,868,918,869,862,879,890,925,911,919,911,917,905,925,983,910,979,907,970,885,961,964,969,990,999,961,999,1020,1010,986,1040,1210,1200,1200,1200,1190,1190,1190,1180,1200,1190,1210,1220,1220,1230,1200,1210,1210
1210,1230,1150,1100,880,870,1230,1130,1140,1170,1130,1140,1130,1140,1180,1130,1150,1130,1140,1200,1130,1110,1150,1160,1110,1120,1090,1150,1170,1180,1190,1220,1200,1200,1080,1150,1100,1080,1170,1150,1210,1190,1190,1200,1210,1200,1230,1230,1200,1160,1160,1240,1270,1200,1280,1260,1200,1160,1210,1220,1220,1200,1210,1230,1210,1180,1200,1210,824,880,749,770,747,827,776,876,734,773,804,748,757,705,694,846,770,830,746,521,825,890,689,757,768,782,802,742,856,750,753,772,690,862,792,781,733,734,879,769,661,760,742,720,749,704,0,881,805,747,702,824,823,824,784,849,845,844,894,882,837,835,849,929,913,849,947,825,889,866,960,984,899,871,956,890,856,925,874,889,920,1210,1220,1200,1200,1210,1210,1210,1220,1230,1190,1210,1220,1220,1210,1190,1210,1200
1190,1190,1080,1070,909,873,1240,1100,1100,1130,1110,1090,1100,1120,1130,1090,1100,1070,1090,1120,1110,1100,1130,1090,1110,1080,1120,1110,1160,1170,1150,1200,1180,1180,1100,1130,1060,1070,1120,1160,1250,1170,1220,1220,1180,1180,1190,1200,1170,1170,1130,1170,1160,1170,1240,1220,1180,1170,1150,1160,1200,1170,1180,1190,1180,1180,1160,1200,506,909,847,869,843,522,861,436,839,861,789,855,798,735,827,614,853,495,812,822,534,902,835,843,769,858,811,830,512,790,824,840,806,325,862,861,760,826,535,870,869,834,850,804,832,877,881,0,864,854,772,900,909,879,930,874,920,863,883,933,904,881,908,921,919,939,968,926,946,930,981,961,922,954,951,914,941,935,975,953,994,1220,1220,1210,1180,1230,1220,1200,1220,1200,1190,1200,1210,1210,1240,1210,1220,1250
1150,1210,1140,1050,928,908,1220,1140,1180,1150,1160,1120,1130,1200,1170,1170,1150,1130,1150,1190,1150,1170,1140,1150,1140,1100,1140,1140,1150,1160,1210,1210,1200,1200,1120,1160,1090,1120,1150,1140,1220,1180,1240,1200,1200,1170,1200,1220,1180,1180,1150,1230,1160,1210,1250,1260,1170,1190,1190,1170,1170,1150,1160,1190,1200,1180,1170,1160,857,928,238,261,285,832,246,882,235,236,807,245,752,729,678,845,269,829,759,791,873,933,700,274,778,381,815,626,864,732,755,747,679,853,232,226,682,690,879,246,826,247,246,715,197,861,805,864,0,236,687,901,905,876,839,888,847,836,922,893,876,864,854,916,916,877,939,890,912,885,952,988,933,932,950,934,952,972,934,945,962,1220,1220,1180,1200,1210,1200,1200,1200,1200,1200,1180,1200,1210,1220,1180,1190,1200
1170,1210,1140,1030,909,885,1230,1160,1150,1150,1160,1150,1160,1180,1180,1160,1160,1140,1170,1200,1160,1180,1140,1160,1150,1120,1120,1120,1160,1160,1210,1180,1170,1180,1110,1140,1110,1110,1140,1120,1210,1160,1210,1190,1200,1170,1210,1200,1180,1160,1130,1210,1160,1190,1220,1220,1170,1170,1180,1160,1160,1150,1150,1180,1180,1180,1180,1180,823,909,13.5,226,164,811,207,849,195,241,769,45.5,716,694,658,791,154,797,692,780,829,916,657,235,751,356,795,627,863,694,714,750,602,826,171,209,644,653,874,184,793,254,34.5,674,218,823,747,854,236,0,641,862,858,848,799,837,828,826,886,863,829,832,817,907,934,829,948,854,887,862,968,990,927,890,939,900,918,965,881,900,930,1220,1220,1190,1210,1210,1210,1190,1190,1200,1210,1190,1200,1220,1230,1190,1200,1190
1190,1200,1170,1020,926,760,1240,1130,1140,1180,1140,1170,1170,1130,1200,1140,1130,1150,1160,1200,1150,1180,1170,1160,1140,1130,1120,1120,1180,1210,1180,1200,1200,1170,1070,1090,1060,1080,1120,1120,1190,1190,1200,1180,1210,1170,1200,1210,1180,1190,1150,1210,1190,1180,1230,1220,1190,1160,1210,1170,1190,1190,1200,1210,1200,1180,1200,1200,770,926,640,677,634,765,635,790,635,692,723,653,624,590,515,801,643,773,611,706,731,944,347,633,678,679,720,561,802,650,662,596,154,785,652,643,279,213,842,664,768,647,650,615,668,819,702,772,687,641,0,770,761,741,742,747,783,773,798,831,807,782,767,834,864,746,921,848,845,835,892,928,906,874,907,840,911,937,876,834,918,1230,1240,1230,1210,1240,1250,1220,1240,1240,1200,1220,1260,1230,1240,1220,1200,1230
1150,1200,1090,906,899,491,1220,1170,1150,1060,1120,1100,1140,1150,1130,1150,1140,1110,1120,1150,1120,1120,1090,1070,1120,1070,1090,1110,1160,1170,1180,1170,1190,1170,998,1050,978,1030,1070,1100,1170,1170,1180,1160,1200,1170,1200,1180,1150,1160,1150,1190,1180,1190,1210,1200,1140,1120,1160,1140,1130,1150,1130,1160,1180,1140,1150,1160,847,899,866,889,877,820,880,872,884,892,833,885,830,821,850,872,854,848,814,829,840,907,801,861,845,903,807,808,893,853,857,785,762,894,865,878,773,780,908,906,838,885,880,819,880,868,824,900,901,862,770,0,351,326,359,365,414,430,518,436,436,582,510,515,728,574,743,612,580,545,727,746,715,696,736,529,669,748,690,704,771,1200,1190,1190,1190,1200,1200,1180,1180,1180,1190,1190,1200,1170,1200,1150,1180,1180
1150,1150,1090,936,937,508,1220,1100,1120,1080,1140,1120,1140,1130,1120,1110,1120,1130,1120,1130,1120,1130,1100,1090,1130,1080,1080,1140,1140,1160,1170,1160,1180,1150,998,1070,926,1010,1050,1060,1160,1120,1160,1140,1150,1120,1150,1160,1140,1140,1130,1200,1190,1170,1230,1220,1130,1090,1170,1140,1150,1150,1130,1150,1170,1110,1130,1170,839,937,863,902,861,845,874,855,895,905,840,876,843,778,818,877,862,873,848,856,859,935,768,887,865,911,802,802,866,883,883,781,736,886,862,881,775,745,914,882,880,896,874,779,881,918,823,909,905,858,761,351,0,327,354,334,445,459,550,414,468,626,544,506,713,597,749,657,562,577,707,768,682,684,733,437,704,765,702,724,807,1220,1210,1190,1210,1200,1200,1190,1200,1190,1210,1190,1210,1200,1220,1190,1180,1220
1180,1200,1090,967,944,504,1200,1140,1110,1070,1150,1130,1170,1150,1140,1150,1140,1140,1130,1130,1120,1130,1120,1070,1130,1090,1140,1130,1170,1180,1200,1190,1200,1150,1030,1080,965,1070,1080,1100,1200,1180,1190,1180,1210,1180,1190,1190,1170,1170,1160,1250,1200,1210,1270,1260,1160,1120,1190,1150,1170,1150,1140,1180,1170,1130,1140,1160,876,944,853,876,846,878,869,867,863,874,852,872,865,801,823,880,861,893,853,844,874,967,782,861,864,910,848,822,859,932,921,800,764,861,847,858,776,773,891,893,869,879,864,802,866,869,824,879,876,848,741,326,327,0,366,375,431,469,533,478,502,623,589,548,734,601,789,658,595,568,738,784,758,705,773,576,711,759,707,757,823,1180,1190,1180,1190,1190,1190,1180,1190,1180,1180,1170,1200,1190,1210,1150,1170,1210
1190,1190,1100,950,908,539,1200,1180,1150,1110,1140,1120,1170,1150,1180,1150,1140,1150,1130,1190,1130,1150,1130,1110,1140,1110,1130,1150,1170,1180,1180,1200,1220,1180,1020,1070,981,1040,1080,1120,1190,1200,1190,1170,1210,1170,1190,1190,1180,1160,1170,1200,1200,1200,1230,1230,1180,1140,1190,1170,1190,1160,1160,1180,1210,1150,1190,1190,817,908,799,846,797,854,830,884,824,850,811,813,804,768,811,917,825,859,829,831,870,912,766,822,865,890,821,765,870,859,881,769,744,908,839,831,767,761,932,831,858,835,812,787,829,862,784,930,839,799,742,359,354,366,0,420,452,463,534,406,455,589,547,593,702,580,744,599,579,539,692,739,714,693,741,523,689,765,662,720,794,1190,1170,1160,1170,1170,1170,1160,1170,1160,1170,1160,1180,1190,1200,1170,1180,1200
1150,1160,1080,939,936,473,1200,1140,1110,1100,1150,1120,1150,1130,1120,1120,1120,1110,1140,1160,1120,1120,1110,1120,1120,1080,1100,1120,1150,1180,1180,1180,1190,1160,1000,1040,944,1030,1060,1060,1150,1130,1150,1140,1130,1110,1110,1140,1130,1130,1110,1180,1160,1150,1180,1170,1120,1120,1160,1120,1130,1140,1120,1130,1140,1130,1140,1130,815,936,840,880,860,847,882,828,874,885,833,854,831,781,798,847,837,826,844,861,849,928,777,886,843,893,790,785,883,836,847,742,752,850,834,870,776,770,910,872,879,872,857,783,843,879,849,874,888,837,747,365,334,375,420,0,446,453,524,460,481,601,551,559,705,555,773,628,582,538,714,785,692,711,741,516,696,772,704,725,820,1180,1190,1170,1160,1170,1170,1160,1170,1160,1170,1160,1170,1170,1190,1160,1160,1190
1170,1190,1100,974,941,525,1220,1180,1140,1070,1140,1130,1160,1150,1150,1160,1160,1140,1150,1170,1120,1170,1120,1100,1150,1080,1130,1160,1200,1180,1190,1190,1180,1160,1040,1050,993,1050,1080,1100,1170,1190,1190,1180,1190,1170,1190,1190,1170,1160,1140,1220,1200,1190,1240,1240,1190,1160,1170,1140,1170,1170,1130,1190,1190,1160,1170,1180,862,941,828,861,847,852,833,892,864,863,859,841,867,811,798,851,866,854,865,859,880,946,792,856,873,892,837,777,905,881,868,797,772,901,836,829,756,775,947,867,872,849,839,798,845,890,845,920,847,828,783,414,445,431,452,446,0,504,539,535,528,603,608,529,761,601,771,624,626,484,735,785,735,758,808,609,757,756,717,755,803,1220,1210,1190,1220,1200,1200,1200,1220,1210,1200,1200,1210,1200,1220,1200,1200,1230
